label_num,cleaned_text,original_length
1,get the official england poly ringtone or colour flag on yer mobile for tonight game text tone or flag to optout txt eng stop box wwx,156
0,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,127
1,urgentyour mobile number has been awarded a guaranteed prize worth call from landlinerequest valid for hours only ppm,150
1,urgent urgent we have free flights to europe to give away call b th sept take a friend free call now to claim on bannfwflyppm,159
0,ok im waliking ard now do u wan me buy anything go ur house,67
1,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or land line poboxldns,149
1,your cash balance is currently to maximize your cash deposit send go to for just pmegcc hgsuitelands rowwjhl,150
0,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday,166
0,im on my way home went to change batt my watch then go shop a bit lor,75
0,up to wan come then come lor but i din c any stripes skirt,74
1,urgent please call from your landline your complimentary lux costa del sol holiday oregon cash await collection ppm sae tcs james ehrr,170
1,freemsg claim ur samarium messagestext ok to nowuse webmobile ur mates etc join txtcom for pwk tc box lawu remove txtx or stop,166
1,free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs linktoken custcare,142
1,amazing new offer double minutes double txt at best orange tariffs and get latest camera phone freecall mobileupd free on nowor stoptxt terms conditions,176
0,you gonna ring this weekend or wot,38
0,lemme know when youre here,28
0,you are gorgeous keep those pix cumming thank you,55
0,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,144
1,txt call to no claim your reward of hours talk time to use from your telephone now subscribegbpmnth inc hrs stoptxtstop linktoken,151
0,huh i cant thk of more oredi how many pages do we have,56
1,mila age blonde new inch uk i expression sex with uk guys if u like fun with me text mtalk to pptxt st free increments help,167
1,difficult populate chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx,154
0,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that,116
0,well if im that desperate ill just call armand again,55
1,samarium services for your inclusive text credits pls goto linktoken login unsubscribe with stop no supernumerary charge help po box ip we,172
1,arsenic a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call,158
1,tddnewsletteremccouk more game from thedailydraw beloved helen dozens of free games with great prizeswith,116
1,you have won a guarantee award oregon even cashto claim ur award call free on stop getstop on php rg jx,146
0,i uploaded mine to facebook,28
0,sno competition for him,27
0,best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,120
1,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end,160
1,you have won angstrom guaranteed cash or angstrom prize to claim yr prize call our customer service representative on between ampm,161
1,xmas iscoming ur award either cd gift vouchers free entry r weekly draw txt music to tnc,118
0,the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,184
0,once free call me sir i am waiting for you,45
0,isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning,294
1,freemsgfeeling very hopeful you like the people who always accompany mejst has a moby cam who wants to take my phototext or reply date send msgp rcv hlp stop sending,198
0,for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,181
0,its a part of checking iq,26
0,when did i use soc i use it only at home dunno how type it in word ar,84
1,i am hot n horny and willing i live local to you text a answer to hear strt back from me p per msg netcollex ltdhelpdesk answer stop to end,157
1,you are the winner of or the guaranteed caller prize this is our last attempt to contact youto claim call nowppmpoboxbhambxe,156
0,yes we are chatting too,25
1,thesmszonecom lashkaretaiba you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse,149
1,samarium auction angstrom brand new nokia is up auction today auction is free join take part txt nokia to now,131
0,reason is if the team budget is available at last they buy the unsold players for at base rate,97
0,juz go google n search qet,32
1,mila age blonde new in uk i look sex with uk guys if u like fun with me text mtalk to pptxt st free increments help,160
1,you are a winner oregon guaranteed caller prize this is our final attempt to contact you to claim call now ppmpoboxbhambxe,154
0,ok lor reaching then message me,36
0,yes i have so thats why u texted pshewmissing you so much,64
0,they just talking thats it de they wont any other,52
1,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,136
0,hiya probably coming home weekend after next,48
0,hi msg meim in office,27
1,we try to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,153
1,get the official england color flag or ringtone on your mobile for tonights matchtext tone or flag to opt out txt eng stop box wwx,154
1,urgent call from landline your complementary tenerife holiday or cash await collection sae tcs polonium box wa px ppm sender hol offer,174
0,oh okie lorwe go on sat,34
0,eat jap done oso aft ur lect wat got lect at rite,63
1,win a cash prize oregon a prize worth,51
0,yunny im goin to be late,29
0,oh is it send me the address,30
0,ive reached already,22
0,shuhui say change suntec steamboat u noe where where r u now,66
1,congrats nokia video camera phone be your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wcnxx,157
0,am in gobi arts college,24
0,i tot its my group mate lucky i havent reply wat time do need to leave,85
0,so u gonna get deus ex,24
1,you are eligible for a free voucher confirm within hours,61
0,en chikku nange bakra msg kalstiyathen had teacoffee,57
1,ur cashbalance is currently pound to maximize ur cashin now send go to only pmsg cc po box tcrw,136
0,goodnight da thangam i really miss u dear,43
1,ree entry in a weekly comprehensive examination for a chance to win an ipod txt pod to to get entry std txt rate tcs apply for details,163
0,no plans yet what are you doing,35
0,hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing,98
0,i doubt you could handle times per night in any case,58
0,no i am not having not any movies in my laptop,47
1,boltblue tone for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tone txt more,144
1,new mobiles from must go txt nokia to no collect yours today from lone linktoken optout gbpmtmsg txtauction,153
0,cha quiteamuzing thatscool babeprobpop in cu satthen hunny brekkie love jen xxx psxtra lrg portions me please,123
0,wat time r going to xins hostel,37
1,urgent your mobile no won a bonus caller prize on this be the nd attempt to reach you call asap boxnqp ppm,159
1,ur balance is now ur next question is world health organization sang uptown girl in the s answer txt ur answer to good luck,148
1,well done your costa del sol vacation oregon await collection call now toclaim sae tcs pobox stockport skxh costpm maxmins,167
0,but thats on ebay it might be less elsewhere,47
0,ok ksry i knw sivatats y i askd,40
0,i am taking you for italian food how about a pretty dress with no panties,79
0,hi my engagement has been fixd on ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn,143
0,rats hey did u ever vote for the next themes,47
0,that seems unnecessarily hostile,33
0,you are a big chic common declare,36
1,tv quiz eastendersdot which flower do you compare yourself tod violet e tulip f lily txt d e or f to now chances win cash wkentp,156
0,mystery solved just opened my email and hes sent me another batch isnt he a sweetie,88
0,my sister going to earn more than me da,41
0,ill reach in ard mins ok,32
0,ranjith cal drpd deeraj and deepak min hold,45
1,sms actinium sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,126
0,ok then i will come to ur home after half an hour,50
0,but i haf enuff space got like mb,39
0,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard smth lor,142
0,yup i shd haf ard pages if i add figures all got how many pages,74
1,youre subscribed to the uks best mobile content service for every days until you send stop to helpline,130
0,nicenicehow is it working,29
1,today vodafone numbers ending with are selected to a receive a award if your number matches call to receive your award,149
1,smsac sptv new jersey devils and detroit red wings play ice hockeytrue or falseendreply ends sptv,102
0,its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the bestrply me,157
0,ya it came a while ago,23
0,wot about on wed nite i am then but only til,50
1,u have a secret admirer world health organization is looking make contact with ufind out world health organization they rreveal world health organization thinks ur so specialcall on,211
1,for ur opportunity to win angstrom wkly shopping spree txt shop to tscs linktoken custcare xpwk,139
0,shes fine sends her greetings,32
0,i will take care of financial problemi will help,52
1,welcome please reply with your age and gender to begin eg m,65
1,free message trip your free text messages by replying to this message with the word free for terms conditions visit linktoken,142
1,s of girls many local u who roentgen virgins this roentgen ready fil ur every sexual need can u fil theirs text cute to p m,154
1,this message is for your mobile content orderit was resubmitted because the previous attempt failed due to a network errorqueries to customerqueriesnetvisionukcom,167
0,goodo yes we must speak friday eggpotato ratio for tortilla needed,73
0,awesome that gonna be soon or later tonight,46
0,yes its possible but dint try pls dont tell to any one k,58
1,get your garden ready for summer with a free selection of summer bulb and seed worth only with the scotsman this saturday to stop go notxtcouk,154
1,thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,160
1,rtking pro video club need help inforingtonekingcouk or call you must beryllium club credits redeemable at linktoken enjoy,160
1,congratulations inch this weeks competition draw u have won the prize to claim just call b tcsstop samarium over only ppm,177
0,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements that acc,154
0,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance,117
0,now only i reached home i am very tired now i will come tomorro,72
0,waiting for your call,23
1,limitedtime offer get your cash prize confirm within hours,65
0,if i get there before you after your ten billion calls and texts so help me god,80
1,private your history statement for shows unredeemed sim points call identifier code expires,145
0,ok finishing soon,24
1,for sale arsenal dartboardgood condition but no double or triple,68
1,kit strip you have been charge p netcollex ltd po box ig oja,74
1,bear pic nick and tom pete and dick in fact all types try to chat with gays by uploading photos call pmin messages call,159
1,natalie f is inviting you to be her friend reply yes oregon no see her linktoken stop send stop frnd to,139
0,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book,136
1,we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,156
0,yar he quite clever but aft many guesses lor he got ask me bring but i thk darren not so willing go aiya they thk leona still not attach wat,148
0,ahhh work i vaguely remember that what does it feel like lol,65
0,whom you waited for yesterday,30
1,freeday sexy st georges day pic of jordantxt pic to dont miss out then every wk a saucy celeb more pics c pocketbabecouk wk,156
1,you have won a guarantee cash or a prize to claim year prize call our customer service representative on between ampm cost p,157
1,welcome to ukmobiledate this msg is free giving you free calling to future milligram billed at p daily to cancel send go stop to,155
1,free messages ringtonefrom linktoken,112
0,why you keeping me away like this,34
0,what time im out until prob or so,40
0,yo any way we could pick something up tonight,48
0,nan sonathaya soladha why boss,33
1,you can stop further club tones by replying stop mix see mytonecomenjoy hypertext markup language for terms baseball club tones cost gbpweek mfl po box mk wt,185
0,ya tel wats ur problem,26
0,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala,109
1,privation to funk up ur fone with a weekly new tone answer tonesu this text linktoken the original n best tones gbp network operator rates apply,161
0,eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,89
0,i walked an hour c u doesnt that show i care y wont u believe im serious,79
1,freemsg today is the day if you are readyi am horny and live in your towni love fun and sex gamesnetcollex ltd p per reply message stop to finish,162
1,free msgwe billed your mobile number by mistake from shortcode please call to have charges refundedthis call volition be free from a bt landline,164
0,dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself,202
0,is there a reason weve not spoken this year anyways have a great week and all the best in your exam,102
0,i thank you so much for all you do with selflessness i love you plenty,73
0,hey babe hows it going did you ever figure out where your going for new years,84
1,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ad p,159
1,important message this is a final contact attempt you have important messages waiting out our customer claim dept expires call now,155
1,rtking pro video club need help inforingtonekingcouk or call you must be club credits redeemable astatine linktoken enjoy,159
0,very strange and are watching the nd one now but im in bed sweet dreams miss u,87
1,hi im sue i am years old and work arsenic a lapdancer i love sex text me live im i my bedroom now text sue to by textoperator g da ppmsg,163
0,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,123
0,oh wow thats gay will firmware update help,44
1,urgent please call from your landline your complimentary lux costa del sol holiday oregon cash expect collection ppm sae tcs james ehrr,171
1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,146
0,peteis this your phone still its jenny from college and leannewhat are you up to now,91
0,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx,94
0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,97
0,i have no idea where you are,29
1,rodger burns msg we tried to call you re your answer to our sms for a free nokia mobile free camcorder please call now for delivery tomorrow,173
0,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,164
0,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned,88
1,urgent you have won angstrom week free membership inch our prize jackpot txt the word claim to no tc linktoken lccltd pobox ldnwarw,165
0,o we cant see if we can join denis and mina or does denis want alone time,75
1,hello ya babe x u goten bout me scammers getting smartthough this is angstrom regular vodafone no if you respond you get further prem rate msgsubscription other nos used also beware,191
1,great news call freefone to claim your guaranteed cash or gift talk to a live operator now,119
1,dear voucher holder to claim this weeks offer at you pc please go to linktoken tscs apply to stop texts txt stop to,153
0,hey whats up u sleeping all morning,38
1,message important information for o user today is your lucky day find out why log onto linktoken there is a antic surprise awaiting you,155
0,oh just getting even with u u,35
0,no did you multimedia message them or email,47
1,dear voucher holder to claim this weeks offer astatine you personal computer please go to linktoken tscs apply,135
0,look at the fuckin time what the fuck you think is up,55
1,dirty stories and girls are waiting for you,43
1,urgent call from your landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,153
1,you are a winner you have been specially selected to receive cash or a award speak to a live operator to claim call ampm cost p,160
1,good day there is information regarding your account thanks for your attention,80
1,u can win of music gift voucher every week starting now txt the word draw to tscs linktoken skillgame winaweek age ppermesssubscription,159
0,so that means you still think of teju,38
1,win the newest harry potter and the order of the phoenix book answer harry answer questions chance to be the first among readers,141
0,watching ajith film ah,24
1,big brother alert the computer has selected uracil for k cash or voucher call ntt po box cro bt landline cost ppm mobiles vary,159
1,boltblue tones for p answer poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,147
1,final notice claim your gift card now confirm within hours,64
1,free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry questionstd txt ratetcs apply overs,156
1,win the latest harry potter and the order of the phoenix book harry answer questions chance to be a first reader,122
1,arsenic a registered subscriber yr draw a gift voucher volition b entered on receipt of a correct ans when are the next olympics txt ans to,155
0,tell them the drug dealers getting impatient,46
0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams,177
0,oops i did have it ltgt,33
1,free msg sorry a service you ordered from could not be delivered arsenic you do not have sufficient credit please top up to receive the service,153
1,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per monosodium glutamate reply stop to end,176
1,someone u know has asked our dating service contact you cant guess who call now all volition be revealed po box m wu,138
0,hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though,135
1,important message this is a final contact attempt you have important message waiting out our customer claims dept expires call now,155
0,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day,144
0,geeeee i love you so much i can barely stand it,52
0,you still around looking to pick up later,43
1,do you want a new nokia i colour phone deliver tomorrow with free minutes to any mobile free text free camcorder answer or call,155
0,you best watch what you say cause i get drunk as a motherfucker,64
1,free message activate your free text message by answer to this message with the word free for terms conditions visit linktoken,143
0,yeah no probs last night is obviously catching up with you speak soon,76
0,still chance there if you search hard you will get itlet have a try,74
0,thats cool sometimes slow and gentle sonetimes rough and hard,67
0,then wat r u doing now busy wif work,39
0,guy no flash me now if you go call me call me how madam take care oh,75
1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,151
0,kkhow much does it cost,29
1,freemsg claim ur sms messagestext ok to nowuse webmobile ur mates etc articulation txtcom for pwk tc box lawu remove txtx oregon stop,173
1,hmv bonus special pounds of genuine hmv vouchers to beryllium won just answer easy questions play now send hmv to more infolinktoken,162
0,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,144
0,its reassuring in this crazy world,40
1,please call our customer service representative on freephone between ampm arsenic you rich person won a guaranteed cash or prize,161
1,accordingly i repeat just text the word ok on your mobile phone and send,75
0,oooh bed ridden ey what are you thinking of,46
0,hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,130
1,not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx,161
1,we tried to contact you re your reply to our offer of mins textand a new video phone call now or reply for free delivery tomorrow,150
1,you are eligible for a shopping coupon confirm within hours,64
1,dear customer your number was selected for a mobile credit reply yes to claim,80
0,no i dont have cancer moms making a big deal out of a regular checkup aka pap smear,86
0,wat time u finish ur lect today,33
0,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,159
1,your alone user id is for removal send stop to customer services,88
0,great never been better each day gives even more reasons to thank god,72
0,then she dun believe wat,26
1,to reappraisal and keep the fantastic nokia ngage game deck with club nokia go linktoken unsubscribe from alerts reply with the word out,160
0,onum ela pa normal than,26
0,oh great ill disturb him more so that we can talk,53
1,show ur colours euro offer get an england flag lions tone on ur phone click on the following service message for info,136
1,your hmv quiz cash balance is now to maximize the cash you earn now send hmv to for just ptext,114
1,ur departure bahamas callfreefone and speak to angstrom live operator to claim either bahamas cruise of cash only to opt out txt x to,170
1,st wk free gr tone str u each wk txt nokia on to for classic nokia tone or hit on to for polys nokiap polyp,137
1,free entry to the grprizes wkly comp angstrom chance to win the latest nokia psp oregon cash every wktxt great to linktoken,171
1,call listen to extreme dirty live chat going on in the office right now sum privacy no one knows your sic listening p minute mp,164
1,forwarded from hi this is your mailbox messaging sms alert you rich person matches please call back on to retrieve your messages and matches ccpmin,180
0,uh heads up we dont have that much left,42
0,where in abj are you serving are you staying with dad or alone,65
0,waiting my tv show start lor u leh still busy doing ur report,70
0,happy new year hope you are having a good semester,52
0,i love to cuddle i want to hold you in my strong arms right now,68
0,where to get those,20
0,nah man my car is meant to be crammed full of people,54
1,eastenders tv quiz what flower does dot comparison herself to d violet e tulip f lily txt d e or f to now opportunity win cash wkentp,161
0,what you did in leave,24
1,freemsg youve been given a free mini digital camera just reply snap to claim your prizequizclub opt out stop pweek sprwm ph,151
0,prepare to be pounded every night,37
1,ur cashbalance is currently pounds to maximize ur cashin now send cash to only pmsg cc hgsuitelands rowwjhl,149
0,oh ok,8
0,dunno he jus say go lido same time,41
0,right on brah see you later,29
1,free messages activate your free text messages by replying to this message with the word free for terms and conditions visit linktoken,148
1,guess what somebody you know secretly fancies you wanna find out world health organization it is give us a call on from landline dateboxessexcmxn pmin,178
1,want a new video phone any time any air minute half price free text rental for months reply or call for free delivery,139
1,sunshine quiz wkly q win a top sony videodisk player if u know which state the algarve is in txt ansr to sptyrone,130
0,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,100
0,lets use it next week princess,35
1,hello darling how are you today i would love to rich person a chat why dont you tell me what you look like and what you are in to sexy,137
0,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,244
1,limitedtime offer get your mobile credit do not miss this opportunity,73
0,on the road so cant txt,24
0,my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her,96
1,buy space invaders a chance win orig arcade game console press for games arcade std wap charge see ocoukgames terms settings no purchase,155
0,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,167
0,my friends use to call the same,33
1,your account for xxxxxxxxx shows unredeemed points to claim call identifier code xxxxx run out,128
0,nope since ayo travelled he has forgotten his guy,52
1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim j polonium boxcpm,163
1,anetworks allow companies to bill for sms so they are responsible for their suppliers just as angstrom shop hour angle to give angstrom guarantee on what they sell b g,176
0,wat u doing there,19
1,hey i am really horny want to chat oregon see me naked text hot to text charged at pm to unsubscribe text stop,125
1,as angstrom valued customer iodine am pleased to advise you that following recent review of your mob no you are awarded with angstrom bonus prize call,172
1,bash you privation a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call,163
1,dear voucher holder to claim this weeks offer at your pc please go to linktoken tscs apply,113
0,watching cartoon listening music amp at eve had to go temple amp church what about u,93
1,thank you winner notified by sms good luck no future marketing reply stop to customer services,116
1,not heard from u angstrom while call me now am here all night with just my knickers on make me beg for it like u did last time twenty luv nikiyunet,164
0,nah wednesday when should i bring the mini cheetos bag over,63
0,can you say what happen,24
1,win urgent your mobile number has been award with a prize guaranteed call from land line claim valid hrs only ppm,144
1,we have been trying to contact you to respond to our offer of minutes texts and a new video phone call call now or reply for free delivery tomorrow,168
1,moby pub quizwin angstrom high street prize if u know world health organization the new duchess of cornwall will be txt her first name to unsub stop sp,185
1,freeday sexy st georges day pic of jordantxt movie to dont miss out then every wk a impertinent celeb more pics c pocketbabecouk wk,163
0,sorry battery died yeah im here,34
1,for ur chance to win angstrom cash every wk txt action to tscs linktoken custcare xpwk,131
1,congratulations you have won a free voucher do not miss this opportunity,75
0,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,117
0,then we wait u lor no need feel bad lar,50
0,dont let studying stress you out lr,39
0,check wid corect speling ie sarcasm,38
0,thanks chikku gud nyt,30
1,today vodafone numbers ending with are selected to angstrom receive angstrom award if your number matches call to receive your award,163
0,hows the street where the end of library walk is,50
1,you are eligible for a gift card reply yes to claim,53
1,sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply autonomic nervous system wquestion end reply end jsco,175
0,moji just informed me that you saved our lives thanks,56
1,we presently have a message expect your collection to collect your message just call,98
0,thank you princess you are so sexy,39
1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg milliliter hgsuitelands rowwjhl,153
0,cps is causing the outages to conserve energy,47
0,i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair,134
1,camera you are award angstrom sipix digital camera call fromm landline delivery within days,110
0,so its to be poking man everyday that they teach you in canada abi how are you just saying hi,97
0,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,134
0,booked ticket for pongal,26
1,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen to electronic mail call,111
1,promo code ur has been awarded a city break and can win a summer shopping every weektext store to skilgmetscswinawkage perwksub,174
0,i hope you know im still mad at you,38
0,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,147
1,urgent message regarding your shopping coupon confirm within hours,71
0,fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love,155
1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate,160
0,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself,115
1,you are award a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm phosphorus p,160
1,urgent your mobile no was award a bonus caller prize on this is our nd attempt to contact you call boxqu,143
1,stopping point chance claim ur worth of discount voucherstext yes to nowsavamobmember offers mobile t cs sub remove txt x or stop,172
0,yeshere tv is always available in work place,49
1,you have been specially selected to receive a award call before the lines close cost ppm tcs apply ag promo,138
1,beloved matthew please call from a landline your complimentary lux tenerife holiday oregon cash await collection ppm sae tcs box skxh,166
0,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,167
1,limitedtime offer get your gift card confirm within hours,64
1,someone you know has asked our dating service to contact youcant guess whocall now all will be revealedpobox sxy p,139
0,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed,104
1,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on offer end thfebtcs apply,158
0,spoons it is then okay,24
1,u can win of music gift vouchers every week starting now txt the word draw to tscs linktoken skillgame winaweek age ppermesssubscription,161
1,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or calloptoutndx,150
0,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,163
0,his bday real is in april,28
1,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now hgsuitelands rowwjhl,150
1,congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobile stopping point post bcm ldn wcnxx,165
1,gent we are try to contact you last weekend draw shows that you won a prize guaranteed call claim code k valid hrs only ppm,155
0,send me yettys number pls,28
1,urgentyour mobile number xxxxxxxxx won the caller prize on this is the nd attempt to reach youcall asap,150
1,good day there is information regarding your account please check when you have time,86
1,private your account statement for shows cursed bonus points to claim call identifier code expires,140
0,havent shopping now lor i juz arrive only,42
1,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services,158
1,just a quick note we have an important notice for you let us know if you have questions,89
0,that sucks so what do you got planned for your yo valentine i am your yo valentine arent i,95
1,you have new message please call,48
0,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin,150
1,free message activate your free text message by replying to this message with the word free for footing conditions visit linktoken,147
0,my sis is catching e show in e afternoon so im not watching w her so c u wan watch today or tmr lor,105
0,yeah thats what i was thinking,33
0,ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,197
1,ur going bahamas callfreefone and speak to angstrom live operator to claim either bahamas cruise of cash only to opt out txt ten to,168
0,it shall be fine i have avalarr now will hollalater,54
0,kkany special today,25
0,i can make lasagna for you vodka,39
0,hicts employee how are you,30
0,im a guy browsin is compulsory,33
0,i didnt get ur full msgsometext is missing send it again,60
0,ya ok then had dinner,24
0,where are you what do you do how can you stand to be away from me doesnt your heart ache without me dont you wonder of me dont you crave me,155
1,buy space invaders a chance win orig arcade game console press for games arcade std wap charge see ocoukgames footing settings no purchase,156
1,congratulations you have won a mobile credit do not miss this opportunity,76
1,free msg single discovery angstrom partner in your area s of real people are waiting to chat nowsend chat to cncl send stopcs per msg,164
1,welcome to ukmobiledate this message is free for you to call for free future mgs are charged at p per day to cancel send go stop to,159
0,omg joanna is freaking me out shes looked thru all my friends to find photos of me and then shes asking about stuff on my myspace which i havent even logged on in like a year,184
0,probably earlier than that if the stations where i think it is,64
1,tbspersolvo been chasing us since sept for definitely not paying now thanks to your information we volition ignore them kath manchester,145
0,oh is it which brand,23
1,urgent ur awarded a complimentary trip to eurodisinc trav acoentry oregon to claim txt dis to morefrmmob shracomorsglsuplt ls aj,165
0,sorry ill call later in meeting,35
0,i surely dont forgot to comei will always be in touch in with you,71
0,thank you do you generally date the brothas,46
0,get ready to put on your excellent sub face,47
1,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm cost p,157
1,dear voucher holder have your following meal on us use the following link on your pc enjoy angstrom dining experiencelinktoken,165
0,how are you enjoying this semester take care brother,55
0,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,409
1,dear customer your number was selected for a free voucher act fast,69
0,r u over scratching it,24
1,hi im sue iodine am years old and work as a lapdancer iodine love sex text me live im iodine my bedroom now text sue to by textoperator g da ppmsg,173
0,havent found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you,159
0,do you like italian food,26
0,hmm ill have to think about it ok youre forgiven d,57
1,upgrdcentre orange customer you may now claim your free camera telephone upgrade for your loyalty call now on offer ends th july tcs apply optout available,179
0,in e msg jus now u said thanks for gift,42
1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb is angstrom national rate call,129
1,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is angstrom national rate call,158
1,your account has be credited with free text messages to activate just txt the word credit to no tcs linktoken,128
1,u are subscribed to the best mobile content service in the uk for per ten days until you send stop to helpline,135
0,sure i am driving but will reach my destination soon,55
